id_movimiento,id_efectivo,id_unidad_destino,id_rango,id_tipo,fecha_movimiento,antiguedad_anios,salario_mensual,observaciones
709,540,9,3,5,11-04-2024,veinticinco años,3151.74,Permiso por fallecimiento familiar
710,402,15,2,1,10/02/2025,0 años,"Bs. 2,276.45",alta por convocatoria 2025
711,460,38,2,4,20240105,3,2212,Rotación periódica anual
712,222,41,7,3,13/08/2021,TRES,"Bs.4,552.25",S/N
713,493,12,1,4,20220429,veintidós,"Bs.2,297.58",Traslado a zona de frontera
714,215,10,4,3,20220702,6 años,"3,894.40 Bs",
715,89,23,2,1,2025/01/21,0 años,"2,712.31 Bs","Ingreso voluntario
servicio activo"
716,239,27,1,5,2023-11-03,23,"Bs. 1,956.11",Licencia sin goce de haberes
717,18,14,6,3,14/08/2021,aprox. 2,4614,Promoción regular — escalafonamiento
718,650,47,5,3,16/08/2022,5 años,"3,833.76 Bs",Promoción por concurso de méritos
719,32,44,7,1,2022/02/11,0 años,"Bs.- 4,921.76",
720,277,48,1,1,18/02/2024,cero,2400,
721,132,9,1,1,02-24-2024,0 años,"Bs 2.295,20",Servicio premilitar completado
722,143,42,10,3,18-10-2025,"6,5 años","Bs.6,887.43",
723,1074,36,12,2,03-01-2022,dos años,"Bs.- 8,864.63",Ref: Sin obs.
724,158,30,3,1,29/01/2022,0 años,3381,"Ingreso voluntario
servicio activo"
725,443,36,2,2,05/06/2025,OCHO,BS 2244,"Baja por
inaptitud física"
726,1111,1,14,3,20230804,quince años,14492,Promoción regular — escalafonamiento
727,137,40,8,3,05-13-2022,6,"4,674.87",Promoción — curso de comando aprobado
728,1161,30,4,4,17/08/2024,aprox. 25,"Bs 3.838,23",Traslado por necesidad del servicio
729,153,31,1,5,04-07-2023,CATORCE,"Bs 2.160,65",Licencia anual ordinaria
730,522,8,7,3,2022/06/28,8.5 años,5441,
731,673,40,2,5,14/10/2023,diecisiete,"2,867.93 Bs",Licencia por enfermedad — 25 días
732,334,3,2,3,24-08-2025,18,"2,590.64",Promoción — Resolución Ministerial 476
733,1040,36,6,6,2024-09-07,"16,0 años","4,022.74 Bs",S/N
734,837,47,7,5,03-12-2025,1 años,"5,059.62",Permiso por estudios — 9 días
735,377,40,6,1,2021/01/18,0,"3,876.37 Bs",N/A
736,1168,38,7,4,30-06-2025,17 años,"Bs 4.514,15","Cambio de destino
por requerimiento operacional"
737,1161,32,6,1,20210921,cero,4051,Alta por reclutamiento directo
738,807,6,2,6,31/01/2024,aprox. 19,2242,Ref: Retorno al servicio — autorizado
739,634,24,3,3,2023/10/07,18 años,"Bs. 2,775.31",Promoción por concurso de méritos
740,774,37,8,3,01/09/2023,5 años,"Bs 4.619,82",Promoción regular — escalafonamiento
741,1001,29,12,4,18/08/2025,veinticinco,"Bs. 9,380.96",
742,636,50,3,3,08-12-2021,tres años,"2,805.98","Ascenso post
curso especialización"
743,647,27,8,5,12-05-2024,1 a.,"4,727.21 Bs",Permiso por fallecimiento familiar
744,272,6,7,3,2024/08/23,10.5,"Bs.5,436.53",Promoción regular — escalafonamiento
745,96,20,2,1,2025/02/20,0 a.,BS 2634,Ingreso voluntario al servicio
746,200,26,13,3,2025/09/03,  15 años  ,"Bs.9,908.06",Ascenso — antigüedad cumplida
747,136,42,1,4,10/03/2021,aprox. 16,"Bs 1.910,53","Rotación por
necesidad institucional"
748,1172,15,2,3,20211205,ocho,"Bs.- 2,178.04",Ascenso aniversario patrio 6 agosto
749,9,17,2,5,23/09/2022,3,2843,S/N
750,723,28,3,4,16/07/2021,19 a.,"3,131.05",Traslado por necesidad del servicio
751,469,18,7,5,20240612,22 años,"Bs. 4,453.81",
752,708,7,5,1,24-02-2023,cero,"Bs.- 3,774.57",  Servicio premilitar completado  
753,184,17,1,2,25/10/2024,catorce años,"Bs. 2,098.40",Retiro por edad límite
754,918,16,11,4,20210711,21 años,8158,Traslado por necesidad del servicio
755,379,30,2,1,2025/02/12,0,"Bs 2.583,68",Servicio premilitar completado
756,805,8,1,1,04-10-2022,0 a.,2051,Ingreso — proceso regular
757,724,35,3,4,20240723,7,"Bs. 2,993.23","Cambio de destino
por requerimiento operacional"
758,243,15,5,1,2023/04/14,CERO,3372,Ref: Sin observaciones
759,1052,26,1,1,2021-01-02,  0 años  ,"Bs.1,873.48",
760,427,13,5,1,2023/02/02,0 años,3376,Alta por reclutamiento directo
761,709,45,1,4,11/06/2024,"17,0 años","Bs.2,512.89",Cambio destino — solicitud personal
762,492,48,1,1,15/01/2022,CERO,2516,servicio premilitar completado
763,936,49,6,1,15/12/2024,cero años,3677,  Ingreso — proceso regular  
764,475,39,13,1,05-01-2024,cero años,10946.61,Reclutamiento zona Pando
765,1176,21,2,3,09-07-2023,aprox. 8,2172,Promoción por concurso de méritos
766,1021,28,6,3,06-15-2023,20,4800,Ref: Promoción por concurso de méritos
767,805,1,9,6,20210906,nueve años,5605.92,"REINCORPORACIÓN
TRAS PERMISO ESPECIAL"
768,165,38,4,5,2022-04-30,20,3755,Licencia por enfermedad — 25 días
769,677,43,12,3,11/10/2025,4 a.,8204,Ascenso por méritos — evaluación superior
770,262,9,3,3,2025/05/16,7.5,BS 3259,Promoción por concurso de méritos
771,700,39,8,3,20210812,2 a.,4555.07,ASCENSO ANIVERSARIO PATRIO 6 AGOSTO
772,1123,2,13,3,2025/09/13,12 años,9647,
773,801,5,8,1,02-11-2022,aprox. 0,"Bs.5,288.37","Ingreso voluntario
servicio activo"
774,177,2,2,1,2025/01/24,cero años,"2,815.09","Ingreso voluntario
servicio activo"
775,800,33,1,4,22/06/2022,17 años,"Bs.2,391.45",Rotación semestral — destino UD-33
776,721,48,5,6,2025-09-20,DIECISIETE,"Bs 4.296,98",Retorno tras licencia por estudios
777,257,28,2,1,02-01-2021,0 a.,BS 2653,N/A
778,935,8,8,5,2025/02/01,18,"5,224.76",licencia por enfermedad — 14 días
779,298,25,8,3,20220805,CUATRO,"5,250.27","Ascenso post
curso especialización"
780,556,50,2,1,26/02/2025,0 a.,2700,alta por convocatoria 2025
781,196,31,8,2,2025/11/14,quince,"Bs.- 5,894.54",retiro voluntario — motivos familiares
782,354,44,2,6,01-29-2021,13 a.,"2,782.98 Bs",Retorno al servicio activo
783,660,32,3,1,11-06-2024,0 a.,2566,
784,1125,40,8,6,04/04/2024,"25,5 años","Bs. 5,781.76",Reincorporación — apto por sanidad militar
785,740,29,5,3,20240803,veinte años,BS 3596,Promoción — Resolución Ministerial 733
786,504,29,3,5,2021/10/27,DOCE,BS 3305,Licencia anual ordinaria
787,456,36,2,4,12-03-2023,24,BS 2702,
788,406,21,7,3,2025-08-25,cinco,"Bs.4,130.01",Ascenso — antigüedad cumplida
789,1036,36,2,1,2023/02/07,0 años,2622,Ingreso voluntario al servicio
790,571,39,6,1,20230108,0,4064,INCORPORACIÓN SERVICIO MILITAR OBLIGATORIO
791,1169,49,1,1,04/08/2022,"0,0 años",2432,N/A
792,1118,7,1,5,11/03/2022,  14 años  ,BS 1920,Licencia sin goce de haberes
793,1016,33,9,1,28/02/2021,cero años,6348.47,  Incorporación clase 2021  
794,2,18,2,5,2021-09-07,4.5 años,"Bs. 2,790.83","Licencia médica
autorizada por sanidad"
795,85,40,10,3,17-09-2023,dieciocho,"6,852.64 Bs","Ascenso según
normativa vigente"
796,942,9,1,5,2023/11/25,aprox. 13,"Bs. 2,421.13",Ref: S/N
797,238,21,5,4,22/02/2024,"14,0 años","Bs 3.412,13",S/N
798,22,17,6,5,08/12/2023,diecinueve,"Bs 4.390,55",Licencia sin goce de haberes
799,18,4,12,3,2025/11/06,4,8570.76,S/N
800,630,41,5,3,01-08-2022,CINCO,4248.66,Promoción — curso de comando aprobado
801,486,14,4,3,30/08/2024,VEINTE,"3,780.85 Bs","Ascenso post
curso especialización"
802,1009,2,3,1,09-02-2023,aprox. 0,"Bs. 3,421.54",S/N
803,449,43,1,1,02-02-2021,  0 años  ,2349,Alta por reclutamiento directo
804,576,4,2,3,20-08-2025,20,"Bs 2.693,25",promoción — curso de comando aprobado
805,1032,10,2,1,29/11/2022,0,"Bs. 2,159.74",Incorporación clase 2022
806,91,43,1,5,10-11-2024,aprox. 19,"Bs 2.082,64",LICENCIA — TRÁMITES PERSONALES
807,1068,28,2,5,07/04/2023,  21 años  ,2609.84,Licencia por enfermedad — 25 días
808,696,31,4,6,03-14-2023,11,"3,861.78 Bs",Reincorporación — apto por sanidad militar
809,375,13,3,4,09-01-2021,cuatro,"Bs.2,964.73",Traslado — orden de comando
810,320,27,10,4,2021/01/28,catorce años,5776,S/N
811,694,25,1,1,21/01/2022,"0,0 años","1,886.87 Bs",Alta por convocatoria 2022
812,19,32,15,2,20210111,20 años,BS 14304,
813,590,10,2,4,21/07/2023,cinco,2448,"Cambio de destino
por requerimiento operacional"
814,771,43,4,2,20-02-2025,aprox. 9,BS 3247,Sin obs.
815,832,37,1,4,14/10/2021,veintiuno años,1939,Traslado por necesidad del servicio
816,695,11,2,2,2023/02/11,ONCE,BS 2605,"Baja por
inaptitud física"
817,516,41,9,2,2025/09/10,dieciséis años,5360,
818,492,38,1,4,04-07-2022,20 años,"2,316.69 Bs",Rotación periódica anual
819,1150,28,3,4,07-20-2022,18 años,"Bs.- 3,354.33",
820,1045,15,10,3,2021/08/12,diez años,BS 6736,Promoción regular — escalafonamiento
821,676,18,4,4,2025/07/30,nueve,3113,Cambio destino — solicitud personal
822,101,17,8,3,07/08/2022,12 a.,4450.02,Ascenso por méritos — evaluación superior
823,715,50,5,1,2022/11/02,aprox. 0,"Bs. 3,390.28",Incorporación servicio militar obligatorio
824,134,11,5,2,04/03/2021,doce años,"Bs. 3,770.25",Baja — sanción disciplinaria
825,560,21,1,1,20230112,0 a.,"1,890.08 Bs",Reclutamiento zona Cochabamba
826,420,48,3,4,09-11-2022,5 años,"Bs 3.015,16","Cambio de destino
por requerimiento operacional"
827,607,36,2,4,08-20-2025,24,"Bs.- 2,206.22",traslado por reorganización de unidades
828,314,11,3,1,2021/03/17,0 años,"Bs 3.053,03",INCORPORACIÓN POR SORTEO CUARTEL
829,295,24,2,2,2023-08-28,4 a.,2571.52,Baja voluntaria solicitada
830,1153,6,2,3,2021/09/23,20 años,2402,Promoción por concurso de méritos
831,1196,6,1,4,2024/07/10,18,1886.50,
832,93,13,11,3,08-13-2023,10.5 años,7957.96,Promoción — Resolución Ministerial 794
833,746,44,1,4,2025-12-02,21 años,"1,987.64 Bs",Rotación periódica anual
834,200,10,5,1,2022/02/08,  0 años  ,"Bs 3.415,13",Incorporación servicio militar obligatorio
835,755,47,2,5,03-24-2024,SIETE,"2,728.99 Bs",Licencia — trámites personales
836,338,13,2,4,07-23-2024,aprox. 16,2691,Rotación periódica anual
837,614,24,4,3,04-07-2021,cuatro años,3652.25,
838,377,31,14,3,2022/08/24,6,11198,ascenso — antigüedad cumplida
839,969,1,2,4,30/05/2023,aprox. 1,"Bs 2.373,34",Traslado disciplinario
840,495,1,9,2,01/11/2022,aprox. 24,"5,196.74",Licenciamiento ordinario
841,665,19,17,3,17-11-2021,20.5,"Bs 22.189,75",Ascenso por antigüedad y méritos
842,1164,46,6,2,2022/09/15,"12,0 años",3850,Sin obs.
843,216,43,13,3,05-08-2025,4 años,10040.67,
844,827,30,3,1,19-11-2023,0 años,"Bs. 2,569.55","Alta por
convocatoria anual"
845,566,24,3,1,09/04/2025,"0,0 años","Bs.- 2,879.25",Alta por reclutamiento directo
846,1162,26,3,2,05-20-2021,7 años,"Bs. 3,104.54","Baja definitiva
por solicitud"
847,800,33,1,4,22/06/2022,17 años,"Bs.2,391.45",Rotación semestral — destino UD-33
848,487,46,2,2,20250101,"5,0 años","Bs. 2,299.36",Cumplimiento del servicio militar
849,169,13,4,4,06/03/2023,cinco,2912.29,asignación temporal zona operaciones
850,695,42,3,6,15-03-2024,23 años,"2,915.39 Bs",Reincorporación voluntaria
851,1028,25,1,1,13-02-2025,  0 años  ,"2,328.16 Bs",N/A
852,142,17,7,1,02-05-2022,0 a.,4630.61,INCORPORACIÓN CLASE 2022
853,664,49,7,1,2024/01/30,0,"5,477.44 Bs",ingreso voluntario al servicio
854,742,21,4,3,2025/07/05,TRES,"Bs. 3,484.68",
855,938,44,14,3,20240913,diez,"11,917.73 Bs",Ascenso por méritos — evaluación superior
856,1179,11,3,6,01-07-2023,12,"Bs.- 2,590.87",Reincorporación post licencia médica
857,654,5,2,2,20211208,16.5,2168,S/N
858,346,8,4,4,2025/08/07,  1 años  ,"3,677.12",S/N
859,353,31,1,5,08-07-2022,5 años,"2,314.15 Bs",Permiso por estudios — 25 días
860,889,3,1,4,2022-07-03,"13,0 años",2422,Traslado por necesidad del servicio
861,729,23,8,1,2023/10/06,0 años,5451,
862,1162,39,8,2,2024/02/08,1 año,5686,Baja voluntaria solicitada
863,357,40,1,2,05/02/2023,23,2368,Cumplimiento tiempo de servicio
864,533,23,12,2,03-05-2023,9.5 años,8226,Baja por motivos de salud
865,1153,33,6,3,28-08-2023,aprox. 7,"Bs. 4,272.41",Ascenso por antigüedad y méritos
866,882,18,13,1,20220219,0,"Bs 11.934,51",Sin observaciones
867,616,3,3,1,02-21-2024,"0,0 años","Bs. 2,698.22",Reclutamiento zona La Paz
868,590,47,6,3,2021/12/10,5,"Bs 4.342,26",Promoción — curso de comando aprobado
869,29,38,2,3,09/08/2021,6 a.,"Bs.- 2,553.42",promoción — curso de comando aprobado
870,1057,1,3,1,02-10-2025,0 años,"Bs 3.284,82",S/N
871,1053,36,1,1,05-11-2023,aprox. 0,1969,SERVICIO PREMILITAR COMPLETADO
872,1099,35,2,1,11-01-2025,cero,"Bs 2.785,10",Sin observaciones
873,1149,15,1,4,17/03/2023,"2,0 años",1918,S/N
874,707,41,1,4,2024-07-09,7 años,"2,312.07",Ref: Traslado por reorganización de unidades
875,1078,17,8,1,30-08-2024,cero años,"Bs 4.488,87",N/A
876,162,48,8,4,2022-03-27,"2,0 años","5,527.28 Bs",Rotación periódica anual
877,915,35,1,2,21/09/2025,18,"2,351.84 Bs",Cumplimiento tiempo de servicio
878,1124,36,4,1,11/02/2024,0,"2,961.98 Bs",Incorporación clase 2024
879,236,17,7,1,22/02/2021,0 a.,4964,Incorporación servicio militar obligatorio
880,316,13,2,1,2021-07-08,0 años,2768.61,"Ingreso voluntario
servicio activo"
881,332,2,1,5,03/10/2024,6 a.,"Bs 2.019,22",S/N
882,872,25,2,5,2023/12/23,tres años,2144,Permiso por matrimonio
883,1071,38,12,3,2022/09/03,aprox. 10,9861,Promoción — curso de comando aprobado
884,232,9,1,6,20250424,  21 años  ,"2,313.62",
885,596,23,8,3,2024/08/04,12 años,5714,Ascenso por méritos — evaluación superior
886,378,25,17,3,23/08/2025,5 años,26200,Ascenso — antigüedad cumplida
887,91,4,1,4,2021/07/21,aprox. 1,2449,ASIGNACIÓN TEMPORAL ZONA OPERACIONES
888,690,19,3,3,28-08-2022,5 a.,"2,839.55",ascenso aniversario patrio 6 agosto
889,437,6,11,1,15/12/2023,cero años,"8,404.92",Alta por reclutamiento directo
890,213,42,4,3,28/08/2023,  20 años  ,"3,730.00 Bs",Ascenso aniversario patrio 6 agosto
891,1164,27,2,1,01-16-2024,0,2162.64,Alta por convocatoria 2024
892,894,50,3,1,11/07/2022,  0 años  ,3234,"Alta por
convocatoria anual"
893,108,33,13,5,05-04-2024,CATORCE,"8,972.39",Licencia sin goce de haberes
894,644,34,7,4,25/10/2025,11,5166,Traslado a zona de frontera
895,312,24,3,2,2022-12-01,23 años,3149,Ref: Baja por motivos de salud
896,82,31,12,3,03-08-2022,18 a.,"Bs. 9,166.14",ASCENSO ANIVERSARIO PATRIO 6 AGOSTO
897,167,14,9,5,03-30-2021,CINCO,BS 6587,LICENCIA ANUAL ORDINARIA
898,1161,19,2,1,04/08/2023,  0 años  ,"2,346.18",Sin observaciones
899,994,15,1,4,07-25-2022,veinte años,"Bs. 1,920.86",S/N
900,6,22,3,4,26-01-2021,dieciséis,"2,994.72 Bs","  Cambio de destino
por requerimiento operacional  "
901,1014,36,11,5,09/10/2025,diez años,"Bs.7,649.79",LICENCIA — TRÁMITES PERSONALES
902,1056,16,2,1,2023/01/13,0 años,"2,317.88",Ingreso — proceso regular
903,805,46,13,5,2024/04/23,2 años,"Bs.- 10,947.21",s/n
904,552,43,12,2,16/01/2021,catorce años,8672,"Baja por
inaptitud física"
905,1155,5,12,3,2024/08/29,3 años,"Bs 8.808,77","Ascenso post
curso especialización"
906,763,46,5,4,10/04/2022,veinticinco años,"Bs. 3,949.07",Traslado por reorganización de unidades
907,179,25,3,4,04/11/2022,18 años,"2,635.71",Rotación semestral — destino UD-25
908,438,43,1,4,19/06/2022,  19 años  ,2014,
909,536,50,7,1,2025/11/06,cero,5027.89,Alta por reclutamiento directo
910,866,49,2,4,22-08-2025,aprox. 17,"Bs.- 2,395.47","Rotación por
necesidad institucional"
911,1135,21,2,4,19/06/2022,aprox. 25,2189,    
912,364,21,6,1,20241011,0 años,4667,Reclutamiento zona Pando
913,142,20,1,1,02-03-2025,aprox. 0,"Bs.2,240.21",RECLUTAMIENTO ZONA CHUQUISACA
914,584,29,12,5,02/09/2023,tres,"Bs 8.930,84",Permiso por fallecimiento familiar
915,645,4,5,3,08-22-2024,8,BS 3230,"Ascenso post
curso especialización"
916,71,35,1,5,19/11/2021,11 años,"2,491.6",Permiso especial — nacimiento hijo
917,728,12,1,6,20-07-2022,5 a.,2145,Retorno tras licencia por estudios
918,792,7,7,3,08-15-2022,  15 años  ,"4,389.47 Bs",Promoción regular — escalafonamiento
919,11,44,7,1,10/09/2022,cero,"Bs 5.214,70",S/N
920,667,34,8,4,20250607,"14,0 años","Bs 5.912,24",Traslado a zona de frontera
921,694,23,2,3,2024/03/01,DOCE,"Bs. 2,164.48",Ref: S/N
922,551,50,3,3,03/09/2025,dos,"Bs.- 3,348.37","Ascenso según
normativa vigente"
923,749,11,3,1,20231209,0 años,"Bs 2.796,77",
924,1080,47,6,1,02/02/2022,0 a.,"3,573.36 Bs",S/N
925,737,16,1,4,01/12/2021,"11,0 años","Bs.- 2,069.03",
926,996,43,1,5,20/05/2023,16 a.,"Bs 1.909,04",s/n
927,599,37,5,4,06-21-2024,10 años,"Bs.- 3,873.67",
928,243,16,9,4,2022/08/30,"25,0 años","Bs.- 5,968.25",Traslado disciplinario
929,1200,42,4,5,12-10-2021,25 años,"Bs.- 3,885.71",permiso por matrimonio
930,372,4,4,4,11/04/2024,diez años,"Bs. 3,357.06",
931,724,49,4,1,24-11-2024,0 a.,3220,Servicio premilitar completado
932,441,18,5,1,03/03/2025,CERO,"3,968.79 Bs",Incorporación clase 2025
933,933,20,5,6,11-28-2022,veinticuatro años,3695,
934,631,28,11,5,20250401,dieciocho,"6,384.61 Bs",
935,971,27,4,6,03-31-2022,9 a.,"Bs. 3,794.73",Retorno tras licencia por estudios
936,950,4,2,5,13-03-2024,"16,0 años",2832,s/n
937,1049,11,3,4,11/07/2021,22,3097,"Rotación por
necesidad institucional"
938,87,12,10,4,20210727,tres años,"Bs. 6,679.41",Rotación periódica anual
939,354,50,2,6,12-04-2025,aprox. 14,"Bs. 2,140.85","Reincorporación
tras permiso especial"
940,438,7,10,6,2022-09-28,8,"7,032.58 Bs",Reintegro — fin de licencia anual
941,737,44,6,1,2024/01/11,cero,"Bs.4,115.70",S/N
942,1179,42,4,4,20231030,veintiuno,"3,147.20 Bs",Traslado por reorganización de unidades
943,705,42,10,1,02-17-2023,cero,"Bs.6,148.23",Ingreso voluntario al servicio
944,84,46,6,3,27-01-2025,"10,0 años","Bs.3,935.38",Ascenso aniversario patrio 6 agosto
945,881,44,1,6,2022/01/24,  22 años  ,2059,Ref: Reincorporación voluntaria
946,21,16,10,3,17/09/2023,"18,5 años","6,143.03","Ascenso según
normativa vigente"
947,985,31,2,3,08-26-2021,8,BS 2295,Promoción — Resolución Ministerial 660
948,73,30,5,1,18/01/2025,0 años,"Bs.4,181.54",Ingreso voluntario al servicio
949,674,39,2,1,10-02-2023,aprox. 0,2477,Reclutamiento zona Chuquisaca
950,1178,40,5,1,04/01/2022,aprox. 0,"Bs. 3,609.50",Incorporación servicio militar obligatorio
951,911,12,4,3,12/05/2022,  7 años  ,3353,  Promoción regular — escalafonamiento  
952,251,45,6,3,28-08-2023,aprox. 20,"3,838.75 Bs",Promoción — Resolución Ministerial 473
953,934,47,14,3,15/08/2021,5 años,"Bs.- 11,818.43",
954,14,3,1,2,02-27-2023,17 años,2198,"Baja definitiva
por solicitud"
955,1130,13,4,5,28/02/2025,NUEVE,"3,446.90 Bs",LICENCIA POR ENFERMEDAD — 7 DÍAS
956,825,36,11,4,10/07/2021,13 años,"Bs. 7,096.88",Traslado disciplinario
957,37,23,3,4,2023-07-01,14 a.,"3,179.85 Bs",Ref: Traslado por necesidad del servicio
958,88,22,1,2,07-18-2024,diecinueve años,2275,LICENCIAMIENTO ORDINARIO
959,538,44,7,6,13/07/2025,veinticinco años,"4,739.28 Bs",RETORNO AL SERVICIO ACTIVO
960,1003,16,7,5,2022-12-22,aprox. 22,"Bs. 5,188.34",
961,1185,14,3,4,07-22-2024,dos,BS 3305,Cambio destino — solicitud personal
962,118,12,1,2,20230325,aprox. 17,"Bs 2.491,06",Cumplimiento del servicio militar
963,650,6,1,1,05/12/2024,cero años,"Bs.- 2,054.86",Sin observaciones
964,288,38,5,2,02-15-2025,25 a.,4005.23,Cumplimiento del servicio militar
965,462,4,4,5,13/06/2022,once años,"Bs.3,191.27",Licencia — trámites personales
966,623,45,2,4,11/03/2021,21 a.,2253,S/N
967,73,35,3,5,20251126,aprox. 17,2961.85,"Licencia médica
autorizada por sanidad"
968,272,6,15,1,02-19-2024,cero años,BS 17934,Incorporación servicio militar obligatorio
969,170,33,1,5,17/04/2022,22.5 años,"Bs. 2,341.43",
970,608,9,1,1,21/12/2022,"0,0 años",BS 2478,Servicio premilitar completado
971,384,22,2,2,03/02/2024,"12,0 años","Bs.2,804.79","baja definitiva
por solicitud"
972,666,42,2,4,09-29-2024,tres años,"Bs.- 2,786.62",Traslado por reorganización de unidades
973,417,42,10,4,21/07/2024,23 años,"5,560.57 Bs",
974,465,23,5,3,2025-09-19,12 años,"3,787.33 Bs",Ascenso por antigüedad y méritos
975,141,45,4,4,2023-07-22,1 años,"3,672.31",ASIGNACIÓN TEMPORAL ZONA OPERACIONES
976,108,12,2,4,2022/08/17,5,"Bs. 2,818.50",traslado a zona de frontera
977,173,50,3,4,04-23-2023,14 años,"Bs 2.723,92",Traslado a zona de frontera
978,1090,17,1,4,2024/11/23,12 años,1915,
979,242,14,4,6,2021/05/09,23,BS 3469,Retorno al servicio activo
980,660,13,2,2,2025/06/17,20 años,"Bs.2,590.14",S/N
981,223,24,3,4,2022/07/12,"1,0 años","Bs.3,190.82",
982,888,46,6,3,2025-08-22,dieciocho años,BS 4406,Ascenso por méritos—evaluación superior
983,127,36,3,4,13/07/2023,14,"Bs.2,772.24","Rotación por
necesidad institucional"
984,850,5,1,1,27-10-2024,0,"Bs.1,974.66",Incorporación clase 2024
985,993,19,4,1,01/01/2023,0,3157,Alta por convocatoria 2023
986,87,10,5,3,2025/06/08,siete,"3,896.89",Promoción — curso de comando aprobado
987,394,48,6,4,27/07/2025,VEINTIDÓS,"Bs. 4,502.56",  Traslado por necesidad del servicio  
988,889,23,3,5,2024-03-12,VEINTIDÓS,BS 3221,Licencia — trámites personales
989,143,36,8,3,2022/08/01,6 a.,5138,S/N
990,580,12,4,1,03/07/2023,0,3520,S/N
991,330,46,2,3,2022/08/21,CINCO,2235,Ascenso — antigüedad cumplida
992,995,18,2,1,12-14-2024,"0,0 años","Bs.2,238.50",Servicio premilitar completado
993,865,46,4,1,2021/01/02,  0 años  ,"3,093.08 Bs","Ref: Alta por
convocatoria anual"
994,409,14,2,3,09-09-2023,2,2251,Promoción regular — escalafonamiento
995,220,39,2,3,2022/08/04,"6,0 años","Bs 2.262,54",
996,230,25,1,2,14/11/2022,9,"Bs. 2,366.76",Cumplimiento tiempo de servicio
997,239,16,1,1,03/12/2025,aprox. 0,2090,Servicio premilitar completado
998,351,39,4,3,05/01/2024,  8 años  ,3798.25,Ascenso aniversario patrio 6 agosto
999,68,3,2,1,29-04-2024,cero años,"2,492.1",Sin observaciones
1000,262,23,7,4,08-21-2024,23,"4,514.11 Bs",
1001,308,13,7,1,08/02/2024,0 años,5507,Sin observaciones
1002,520,33,3,4,2024/06/28,18 a.,2884,"Rotación por
necesidad institucional"
1003,1001,33,8,4,07-02-2025,7 años,"Bs. 5,558.64",Cambio destino — solicitud personal
1004,425,48,5,1,20230403,cero años,"Bs. 4,045.59",Reclutamiento zona Santa Cruz
1005,444,31,10,3,02-02-2025,6,6924,"Ascenso según
normativa vigente"
1006,735,5,7,3,01-14-2021,8,4667,Promoción por concurso de méritos
1007,350,43,2,2,11/02/2022,25 a.,2658.29,
1008,539,37,1,4,2023/05/24,18 a.,"Bs 2.256,37",Traslado disciplinario
1009,183,15,9,5,01/11/2023,16.5 años,"Bs.- 6,369.42","Licencia médica
autorizada por sanidad"
1010,750,22,7,2,2024-06-21,13,4284.08,Cumplimiento del servicio militar
1011,1131,39,10,5,20240118,25 a.,6186.11,Permiso especial — nacimiento hijo
1012,926,10,2,6,03/06/2021,"13,0 años",2156.88,
1013,212,34,10,4,2025/08/09,11,"Bs.- 6,841.23",Traslado a zona de frontera
1014,300,7,1,4,31/07/2022,aprox. 12,"Bs.2,080.37","Cambio de destino
por requerimiento operacional"
1015,708,29,6,5,20240101,dos,4738,Licencia anual ordinaria
1016,545,19,8,6,28/07/2022,20 años,"Bs 4.820,19","Reincorporación
tras permiso especial"
1017,337,9,1,1,15-01-2021,aprox. 0,BS 2197,Incorporación servicio militar obligatorio
1018,421,11,3,4,13/07/2024,"7,5 años",2600,"CAMBIO DE DESTINO
POR REQUERIMIENTO OPERACIONAL"
1019,476,4,4,4,2025-10-24,3 años,"Bs. 3,532.88",ASIGNACIÓN TEMPORAL ZONA OPERACIONES
1020,1126,50,3,1,19-05-2021,"0,0 años","2,902.3",Ref: Incorporación por sorteo cuartel
1021,203,29,5,3,09-20-2022,12 años,3662,
1022,894,18,2,3,27/06/2023,12,2203,Ascenso aniversario patrio 6 agosto
1023,901,39,4,3,09-08-2021,12,"Bs.- 3,141.21",Ascenso por antigüedad y méritos
1024,1132,15,11,4,26/04/2021,  19 años  ,BS 8173,"Cambio de destino
por requerimiento operacional"
1025,379,37,1,1,15/06/2021,  0 años  ,2468,N/A
1026,487,22,10,4,2025-07-28,once,6455.92,Traslado a zona de frontera
1027,895,45,8,1,2022/01/10,cero,"5,035.79",Reclutamiento zona Potosí
1028,256,50,10,6,10-04-2023,12,"6,868.53 Bs",
1029,852,41,6,1,22/01/2024,0 años,3740.18,Reclutamiento zona Chuquisaca
1030,465,20,3,1,09-01-2022,0,"2,988.08 Bs",  Incorporación por sorteo cuartel  
1031,1135,11,4,4,07-11-2023,23.5,"Bs. 3,206.70",Rotación semestral — destino UD-11
1032,583,43,4,2,04-25-2024,"20,0 años","Bs. 3,103.95",Baja voluntaria solicitada
1033,814,9,3,3,06/07/2021,cinco,"2,892.8",PROMOCIÓN POR CONCURSO DE MÉRITOS
1034,238,3,16,4,2022/07/06,13 a.,22141,CAMBIO DESTINO — SOLICITUD PERSONAL
1035,166,9,2,4,12-08-2021,veintiuno,"2,681.95 Bs",Traslado por necesidad del servicio
1036,859,17,1,5,2023-02-14,1 año,"2,053.58 Bs",Licencia por enfermedad — 9 días
1037,812,12,13,4,2024-06-25,"16,0 años",11583,Cambio destino — solicitud personal
1038,561,39,1,2,2024/03/10,seis,"Bs. 2,224.61",S/N
1039,837,35,13,3,08-19-2024,tres,9664,Promoción — Resolución Ministerial 457
